Chad;14037472;49.93706132;22.471;6.0;43.32;31.75429916;48.37527847;78;91.8;131.4;145.6
Channel Islands;163692;50.44046135;31.465;103.7;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Chile;17948141;50.66302967;89.53;61.3;50.45;96.50222015;96.75827789;6.4;7.6;7.4;8.7
China;1371220000;48.4773329;55.614;39.6;42.16;94.47138977;98.164711;8.6;9.8;10;11.3
Colombia;48228704;50.768872;76.436;37.9;53.5;94.67140198;94.47749329;12;15.2;14;17.6
Comoros;788474;49.56079719;28.296;4.1;55.93;74.25520325;81.99891663;50.1;60;67.8;79
Congo, Dem. Rep.;77266814;50.1297737;42.494;2.1;42.1;65.8973465;88.81257629;68;80.5;91.3;104.9
Congo, Rep.;4620330;49.97933048;65.38;17.5;48.94;72.87705994;86.43431091;29.6;36.6;40.7;49
Costa Rica;4807850;49.96630511;76.821;42.7;48.53;97.71025085;97.58351898;7.6;9.3;8.7;10.6
Cote d'Ivoire;22701556;49.13937177;54.18;9.6;43.18;32.72970963;53.2832489;58.9;73.9;83.7;100.9
Croatia;4224404;51.76657783;58.964;59.9;32.51;98.92350769;99.65563965;3.3;3.9;3.9;4.7
Cuba;11389562;49.76152727;77.074;56.6;47.07;99.76821899;99.65319824;3.5;4.4;4.9;6
Curacao;158040;53.87301769;89.331;43.0;47.07;92.96755219;91.95028687;14.76941176;18.68646973;17.25122343;21.75620251
Cyprus;1165300;48.983781;66.921;85.3;34.31;98.64279938;99.4622879;2.3;2.7;2.5;3
Czech Republic;10551219;50.86810571;72.992;89.8;26.13;100;100;2.5;3.1;3;3.8
Denmark;5676002;50.36357745;87.676;127.7;29.08;100;100;2.6;3.2;3.2;3.9
Djibouti;887861;49.78470729;77.343;9.6;44.13;40.96794128;57.27806091;49.1;59.2;59.3;71.1
Dominica;72680;50.36927119;69.539;29.8;47.07;92.96755219;91.95028687;18.1;21;19.6;22.8
Dominican Republic;10528391;50.17187337;78.98;39.0;47.07;92.96755219;91.95028687;23.1;28.1;27.7;33.8
Ecuador;16144363;50.00692192;63.742;31.4;45.38;93.59758759;95.45014954;16;20.7;19;24
Egypt, Arab Rep.;91508084;49.4684863;43.135;29.9;30.8;68.05779266;83.61366272;18.9;21.7;22.5;25.4
El Salvador;6126583;53.06941896;66.726;23.6;41.84;85.60791779;90.1024704;12.8;16;14.9;18.6
Equatorial Guinea;845060;48.74849123;39.923;111.6;33.73;92.88651276;97.34365082;61.9;74.2;87.6;100.5
Eritrea;6536000;48.33409057;53.85723827;3.9;30.8;65.60877228;82.29334259;29.8;38.1;41.4;51.3
Estonia;1311998;53.1968873;67.538;76.2;33.15;99.80470276;99.84564972;2.1;2.6;2.6;3.2
Ethiopia;99390750;50.08830198;19.472;4.5;33.17;40.96794128;57.27806091;36.3;46.3;53.6;64.5
Faroe Islands;48199;51.13606121;41.962;15.6;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Fiji;892145;49.15322061;53.728;25.5;42.78;99.55269623;99.4981842;17.3;20.7;20.3;24.3
Finland;5482013;50.77568517;84.221;112.3;27.12;100;100;1.7;2.1;2.1;2.6
France;66808385;51.32931891;79.52;108.6;33.1;100;100;3.2;3.9;3.9;4.8
French Polynesia;282764;48.96945863;55.88;10.2;42.69;99.55269623;99.4981842;20.32640857;24.12063347;24.33545343;28.84932794
Gabon;1725292;49.43279167;87.156;55.0;42.18;81.1102066;85.31376648;31.6;40.2;45.8;55.3
Gambia, The;1990924;50.49881362;59.632;4.6;47.33;47.64488983;63.92987823;43.3;52.7;64.1;74.1
Georgia;3679000;52.29398282;53.641;26.6;40.09;99.73381805;99.78907776;9.3;11.9;10.5;13.3
Germany;81413145;50.85705908;75.301;129.8;30.13;100;100;2.8;3.4;3.4;4.1
Ghana;27409893;50.25370584;54.042;11.5;42.77;71.35002136;82.03471375;38.2;47.1;56.2;66.7
Gibraltar;32217;51.13606121;100;103.7;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Greece;10823732;51.20624482;78.007;73.0;36.68;93.65438843;97.04235077;3.3;3.9;4.3;4.9
Greenland;56114;51.13606121;86.436;43.0;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Grenada;106825;49.83945706;35.591;37.1;47.07;92.96755219;91.95028687;10;11.5;10.9;12.7
Guam;169885;49.28745916;94.516;42.3;42.69;99.80480957;99.7735672;20.32640857;24.12063347;24.33545343;28.84932794
Guatemala;16342897;51.09026264;51.571;21.2;48.66;73.91976929;84.71202087;21.5;27;26;32.1
Guinea;12608590;49.85770019;37.161;3.3;33.73;22.87104034;38.09075928;55.3;66.3;88.2;99
Guinea-Bissau;1844325;50.36124327;49.332;4.0;50.66;48.13655853;71.69519806;53.7;66.3;84.6;99.9
Guyana;767085;49.74494352;28.553;20.6;44.55;89.23513794;85.8438797;27.8;36;34.4;44.2
Haiti;10711067;50.54253699;58.645;4.8;60.79;57.17098999;64.38913727;47;57.3;63.1;74.6
Honduras;8075060;50.01941781;54.73;14.0;50.64;88.52593994;88.3213501;15.4;19.3;18.1;22.6
Hong Kong SAR, China;7305700;53.05091958;100;156.0;42.16;94.47138977;98.164711;12.72349182;15.60466772;15.4095145;18.68937864
Hungary;9844686;52.40127801;71.227;70.7;30.55;99.36908722;99.39418793;4.9;5.7;5.4;6.4
Iceland;330823;49.90665554;94.137;127.5;26.94;100;100;1.4;1.7;1.8;2.2
India;1311050527;48.1676416;32.747;16.7;35.15;62.98471832;80.93554688;38;37.8;49.2;46.3
Indonesia;257563815;49.64825358;53.742;30.3;39.47;93.81723785;97.05915833;19.9;25.6;23.9;30.3
Iran, Islamic Rep.;79109272;49.64534372;73.375;47.6;37.35;83.1818924;91.14131165;12.6;14.1;14.9;16.2
Iraq;36423395;49.3814978;69.471;42.2;29.5;73.83075714;85.59871674;23.8;29;28.9;34.9
Ireland;4640703;50.08820584;63.241;178.5;32.52;100;100;2.7;3.3;3.3;3.9
Isle of Man;87780;51.13606121;52.203;51.5;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Israel;8380400;50.41412266;92.14;98.2;42.78;97.4907074;98.51077271;3;3.4;3.7;4.3
Italy;60802085;51.38656287;68.964;98.7;35.16;98.7915802;99.25708771;2.7;3.1;3.2;3.8
Jamaica;2725941;50.20149749;54.788;24.9;45.46;93.01059723;83.87986755;11.8;15.2;13.7;17.6
Japan;126958472;51.36534327;93.498;102.3;32.11;94.47138977;98.164711;1.9;2.1;2.5;2.9
Jordan;7594547;48.79202143;83.679;29.9;33.7;97.4907074;98.51077271;14.4;16.2;16.9;18.9
Kazakhstan;17544126;51.70524906;53.247;68.6;26.33;99.77313995;99.80432892;10.7;14.5;12;16.1
Kenya;46050302;50.01783702;25.622;8.5;48.51;74.969841;81.11036682;32;38.8;45.2;53.4
Kiribati;112423;50.70047944;44.304;5.5;37.61;99.55269623;99.4981842;39;47.9;50.9;60.7
Korea, Dem. People’s Rep.;25155317;51.10470681;60.875;43.6;86;99.99903107;99.99947357;17.5;21.9;22.2;27.5
Korea, Rep.;50617045;50.3016129;82.474;94.7;30.2;94.47138977;98.164711;2.7;3.1;3.2;3.7
Kosovo;1797151;48.46994536;62.35554999;26.7;26.71;96.99178314;99.08345032;5.065189915;6.094345823;5.851524579;7.104775358
Kuwait;3892115;43.82396204;98.342;204.5;45.9;95.23039246;96.77174377;6.8;7.8;7.9;9.2
Kyrgyz Republic;5957000;50.50175405;35.707;9.4;26.82;99.37136078;99.63789368;16.8;21.1;18.9;23.7
Lao PDR;6802023;50.23057111;38.614;15.6;37.89;72.82441711;87.16499329;45.1;56.1;60.6;72.5
Latvia;1978440;54.12389628;67.382;66.5;35.48;99.90770721;99.87426758;6.4;7.5;7.2;8.6
Lebanon;5850743;49.77511403;87.792;38.2;35.3;92.03942108;96.03508759;6.8;7.3;7.9;8.6
Lesotho;2135022;50.50285196;27.312;8.1;54.18;88.28749847;70.0667572;62.6;75.3;83.1;97.1
Liberia;4503438;49.59861777;49.701;2.3;36.48;32.81483078;62.42057037;48.2;57.2;64.8;74.7
Libya;6278438;49.72085414;78.554;30.2;35.3;85.81128693;96.99825287;10.2;12.7;12;14.7
Liechtenstein;37531;51.13606121;14.289;103.7;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Lithuania;2910199;53.95922395;66.508;75.8;35.15;99.84133148;99.80136871;3;3.5;4.7;5.6
Luxembourg;569676;49.81308741;90.16;279.3;34.79;100;100;1.3;1.6;1.7;2
Macao SAR, China;587606;51.8366048;100;305.5;42.16;94.59892273;98.01558685;12.72349182;15.60466772;15.4095145;18.68937864
Macedonia, FYR;2078453;50.2201878;57.104;38.1;44.05;96.87072754;98.83725739;4.5;5.1;5.1;5.8
Madagascar;24235390;50.14538243;35.105;4.0;42.65;62.6137886;66.74227142;32.3;39.3;45.3;53.6
Malawi;17215232;50.08454722;16.272;3.2;46.12;59.03110886;73.01811981;39.6;47;59.5;68.3
Malaysia;30331007;48.39832622;74.705;73.8;46.26;93.1064682;96.19606018;5.3;6.6;6.3;7.7
Maldives;409163;49.8519209;45.536;35.0;38.37;98.85507965;99.79553223;6.6;8.1;7.7;9.4
Mali;17599694;49.51792912;39.916;5.6;33.04;22.1957798;45.06591034;68.2;80.4;108.4;120.4
Malta;431333;50.20039649;95.407;91.3;27.7;95.59014893;92.52533722;4.7;5.5;5.9;6.9
Marshall Islands;52993;49.22507466;72.684;10.7;42.69;98.20298004;98.32509613;25.9;33;31.9;39.9
Mauritania;4067564;49.68042298;59.859;10.7;32.42;41.6115303;62.62728882;58.7;73.4;79.5;95.8
Mauritius;1262605;50.60987487;39.671;55.0;35.84;88.45311737;92.86595154;10.4;13.2;12;15
Mexico;127017224;50.2575753;79.246;47.3;48.21;93.5134201;95.60925293;10.2;12.4;11.9;14.4
Micronesia, Fed. Sts.;104460;48.77465058;22.424;9.6;42.46;99.55269623;99.4981842;25.4;31.6;31;38.2
Moldova;3554150;51.93146939;44.995;13.8;26.83;99.10359192;99.40049744;12;15.2;14;17.6
Monaco;37731;51.13606121;100;81.6;30.13;100;100;2.5;3.1;3.1;3.9
Mongolia;2959134;50.50041668;72.04;33.5;32.04;98.55175781;98.17665863;15.1;22.8;17.9;26.6
Montenegro;622388;50.58798525;64.026;42.4;31.93;98.02364349;99.44857025;4.1;4.6;4.4;4.9
Morocco;34377511;50.58029652;60.195;21.5;40.72;62.04611969;81.88314056;21;26.2;24.7;30.3
Mozambique;27977863;51.15352448;32.214;3.3;45.58;45.52547073;73.4274292;52.7;60.5;73.9;82.9
Myanmar;53897154;51.13845158;34.098;14.4;42.16;91.15045166;95.16603851;34.9;43.8;44.9;54.9
Namibia;2458830;51.32693191;46.66;28.5;60.97;90.64672089;91.01055908;29.4;36.1;41.2;49.4
Nauru;10222;49.22507466;100;20.1;42.69;99.55269623;99.4981842;25.8;32.1;31.6;38.9
Nepal;28513700;51.54444355;18.615;6.7;32.84;54.7505188;75.80977631;27;31.7;33.6;37.9
Netherlands;16936520;50.36536933;90.496;132.4;27.99;100;100;2.9;3.5;3.4;4.2
New Caledonia;273000;49.55685282;70.21;103.7;42.69;96.53359985;97.33907318;20.32640857;24.12063347;24.33545343;28.84932794
New Zealand;4595700;51.12928578;86.284;101.3;36.2;100;100;4.2;5.2;5.1;6.2
Nicaragua;6082032;50.70770756;58.779;14.2;47.05;82.64549255;82.28678131;16.6;20.9;19.5;24.5
Niger;19899120;49.60000744;18.732;2.6;33.99;11.01572037;27.28035927;52.1;61.8;90.9;99.8
Nigeria;182201962;49.07357254;47.776;16.4;42.97;49.68019867;69.18882751;62.9;75.7;102.3;114.9
Northern Mariana Islands;55070;49.22507466;89.237;103.7;42.69;99.55269623;99.4981842;20.32640857;24.12063347;24.33545343;28.84932794
Norway;5195921;49.62923388;80.473;167.7;25.9;100;100;1.8;2.2;2.3;2.9
Oman;4490541;33.66886083;77.641;109.5;45.9;89.66204834;95.7878418;8.9;10.9;10.4;12.6
Pakistan;188924874;48.62915563;38.758;13.7;30.69;42.72716904;69.57022095;61;70.3;77.4;84.6
Palau;21291;49.22507466;87.071;42.0;42.69;99.55269623;99.4981842;12.5;15.8;14.6;18.2
Panama;3929141;49.8684318;66.592;60.9;50.7;94.42170715;95.65963745;12.9;16.2;15.1;18.8
Papua New Guinea;7619321;48.98773788;13.005;7.9;43.88;61.77299118;65.060112;40.3;48.4;52.5;61.8
Paraguay;6639123;49.25344808;59.666;25.2;51.67;94.95807648;96.09921265;15.6;19.2;18.3;22.5
Peru;31376670;50.04852969;78.609;34.3;44.14;91.54062653;97.26257324;11.8;14.4;15.2;18.4
Philippines;100699395;49.54035623;44.373;20.2;43.04;97.03275299;96.20249939;19.4;24.9;24.7;31.2
Poland;37999494;51.63734946;60.539;71.9;32.08;99.66921234;99.91629028;4.1;4.8;4.7;5.6
Portugal;10348648;52.65089587;63.468;80.0;36.04;94.13273621;96.90553284;2.7;3.2;3.3;3.9
Puerto Rico;3474182;51.92876485;93.6;96.0;47.07;93.81005096;92.79125214;14.76941176;18.68646973;17.25122343;21.75620251
Qatar;2235355;27.36191791;99.244;387.8;45.9;97.51200867;97.8331604;6.2;7.4;7.3;8.7
Romania;19832389;51.56158034;54.564;58.6;27.45;98.45471191;99.08576202;8.7;10.7;9.9;12.2
Russian Federation;144096812;53.5442083;74.008;67.0;41.59;99.7129364;99.72750854;7.2;9.1;8.4;10.6
Rwanda;11609666;52.1126103;28.811;4.8;50.44;68.26931763;74.67559052;27.8;34.2;37.8;45.4
Samoa;193228;48.43190428;19.098;16.3;42.69;99.12478638;98.91145325;13.6;16.4;15.8;19
San Marino;31781;51.13606121;94.19;103.7;30.13;100;100;2.3;2.8;2.6;3.1
Sao Tome and Principe;190344;50.21697558;65.092;8.8;30.82;87.960289;95.63748169;30.8;38.2;43;51.5
Saudi Arabia;31540372;43.45054015;83.13;146.7;45.9;91.84068298;96.94950867;11.6;13.4;13.6;15.5
Senegal;15129273;50.89863208;43.721;6.6;40.29;43.80036163;68.4726181;37.8;46.5;44.3;54
Serbia;7098247;51.19580611;55.553;37.6;29.06;96.99178314;99.08345032;5.2;6.5;6;7.3
Seychelles;92900;49.34643572;53.887;74.9;46.82;95.84784698;94.80518341;10.7;12.6;12.4;14.6
Sierra Leone;6453184;50.51684564;39.942;4.3;33.99;38.18144989;59.0377388;80.5;93.2;113.1;127.3
Singapore;5535002;50.65732886;100;233.9;42.16;94.98401642;98.63719177;1.9;2.3;2.5;2.9
Sint Maarten (Dutch part);38817;51.13606121;100;99.5;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
Slovak Republic;5424050;51.52948865;53.598;79.7;26.12;100;100;5.2;6.4;6.6;8
Slovenia;2063768;50.43215902;49.65;85.3;25.59;99.69795227;99.73209381;2;2.3;2.3;2.8
Solomon Islands;583591;49.22419982;22.329;6.0;46.1;99.55269623;99.4981842;21.4;25.7;25.5;30.7
Somalia;10787104;50.23745947;39.551;10.2;33.17;40.96794128;57.27806091;78.6;91.3;130.2;143.4
South Africa;54956920;50.82206581;64.801;36.2;63.38;93.42893219;95.83280945;28.8;36.2;37.3;46.5
South Sudan;12339812;49.92442348;18.804;5.1;46.34;25.39306068;38.64849091;54.9;65.4;87.1;97.5
Spain;46418269;50.94803207;79.579;94.6;35.89;97.4969635;98.76702118;3.2;3.8;3.8;4.4
Sri Lanka;20966000;51.82592719;18.356;32.2;39.16;91.70864868;93.6166687;7.5;9.2;8.8;10.7
St. Kitts and Nevis;55572;50.36927119;32.047;68.7;47.07;92.96755219;91.95028687;7.6;9.1;9.6;11.4
St. Lucia;184999;50.9408159;18.504;30.0;42.58;92.96755219;91.95028687;11.4;13.9;12.8;15.6
St. Martin (French part);31754;51.13606121;74.79972272;103.7;30.13;100;100;3.376412962;4.065028067;4.022382622;4.875444827
St. Vincent and the Grenadines;109462;49.54230692;50.55;30.5;47.07;92.96755219;91.95028687;15;18.1;16.5;20
Sudan;40234882;49.8022164;33.806;12.0;35.39;53.12355042;64.1222229;42.8;52;65.1;74.8
Suriname;542975;49.89861412;66.043;45.8;57.61;94.96794891;96.11791229;16.6;21.3;18.7;23.8
Swaziland;1286970;50.5472544;21.308;23.7;51.45;87.49803925;87.44111633;39.8;48.8;55.9;65.2
Sweden;9798871;50.02961319;85.815;128.0;27.32;100;100;2.2;2.6;2.7;3.3
Switzerland;8286976;50.48160167;73.912;167.4;31.64;100;100;3.1;3.6;3.6;4.3
Syrian Arab Republic;18502413;49.37682453;57.656;45.1;35.8;80.72493744;91.82498169;9.9;12.2;11.6;14.1
Tajikistan;8481855;49.35257677;26.782;7.8;30.76;99.73657227;99.82537842;33.9;42.9;39.7;49.7
Tanzania;53470420;50.30106178;31.608;7.3;37.78;76.08978271;84.76193237;32.3;37.8;45;52.1
Thailand;67959359;50.7135007;50.374;44.8;37.85;92.59844208;95.43158722;9.1;11.9;10.7;13.8
Timor-Leste;1245015;49.22427654;32.77;6.3;31.56;59.50658035;68.52423859;40.8;48.3;48.2;56.7
Togo;7304578;50.59132779;39.964;4.0;46.02;55.30268097;78.2931366;46.7;57.6;72.1;84.4
Tonga;106170;49.85494961;23.712;15.2;38.1;99.44522858;99.34896088;16.3;12.4;18.4;15
Trinidad and Tobago;1360088;50.65870738;8.445;91.3;47.07;98.70233154;99.24793243;16.2;20;18.2;22.4
Tunisia;11107800;50.58374448;66.842;31.8;35.81;72.80232239;89.6815033;10.9;13.3;12.7;15.3
Turkey;78665830;50.83689831;73.397;53.7;40.18;92.90122223;98.64672852;10.6;12.5;12.4;14.6
Turkmenistan;5373502;50.85688998;50.037;45.3;35.27;99.62986755;99.7598114;36.8;50.3;43.9;58.5
Turks and Caicos Islands;34339;50.36927119;92.186;43.0;47.07;92.96755219;91.95028687;14.76941176;18.68646973;17.25122343;21.75620251
Tuvalu;9916;49.22507466;59.717;10.8;41.1;99.55269623;99.4981842;20.1;25.3;24.6;29.5
Uganda;39032383;50.02309236;16.101;5.1;41.01;66.78479767;80.95406342;33.7;41.6;49.1;59.9
Ukraine;45198200;53.6866303;69.695;21.8;24.09;99.73970795;99.79344177;6.9;8.5;8.1;9.9
United Arab Emirates;9156963;26.74147531;85.541;191.7;45.9;95.07633972;92.35662079;5.2;6.4;6.1;7.5
United Kingdom;65138232;50.70973538;82.592;113.6;32.57;100;100;3.2;3.9;3.8;4.7
United States;321418820;50.43292656;81.617;153.7;41.06;100;100;5;6.1;5.9;7.1
Uruguay;3431555;51.73036714;95.311;58.2;41.6;98.8039093;98.04225159;7.8;9.5;9.1;11.1
Uzbekistan;31299500;50.82725709;36.365;16.7;35.27;99.99582672;99.99450684;29.2;38.4;33.9;44.1
Vanuatu;264652;49.34668924;26.128;8.2;37.19;83.67617798;86.45131683;21.1;25;25.2;29.8
Venezuela, RB;31108083;50.21486538;88.99;48.4;46.94;95.70818329;95.08133698;11.2;14.4;13.2;16.6
Vietnam;91703800;50.53434384;33.593;16.5;37.59;92.84365845;96.2776413;15;19.6;18.7;24.6
Virgin Islands (U.S.);103574;52.36285292;95.335;43.0;47.07;92.96755219;91.95028687;14.76941176;18.68646973;17.25122343;21.75620251
West Bank and Gaza;4422143;49.3034757;75.252;13.8;34.46;94.80767059;98.49466705;16.6;19.4;19.3;22.9
Yemen, Rep.;26832215;49.48876938;34.606;7.7;35.9;54.85063171;84.97328186;30.4;37.1;38.3;45.5
Zambia;16211767;50.07547913;40.922;10.5;55.62;80.56697083;89.74845123;39.2;47.2;58.9;68.9
Zimbabwe;15602751;50.72947713;32.376;4.9;43.15;85.28513336;88.54821777;41.2;51.8;64.9;76.1
